food_id,food_name_english,food_name_luganda,food_category,edible_portion_percent,energy_kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbohydrate_g_per_100g,fiber_g_per_100g,calcium_mg_per_100g,iron_mg_per_100g,zinc_mg_per_100g,vitamin_a_mcg_per_100g,vitamin_d_mcg_per_100g,vitamin_b12_mcg_per_100g,folate_mcg_per_100g,vitamin_c_mg_per_100g,omega3_g_per_100g,sodium_mg_per_100g,potassium_mg_per_100g,data_source,notes,preparation_state,seasonality,avg_market_price_ugx_per_kg,availability_score,region,data_collection_date,dataset_version
UG4653,Eggs,Amagi,Proteins,94,121.5,17.24,11.48,5.28,0.54,128.1,5.56,4.37,21.3,0.0,2.84,34.1,11.2,0.373,0.0,206.5,Estimated,Estimated value; requires verification from lab/FCT,fried,Year-round,2251,0.52,Western,2020-01-12,v1.0-simulated-2025-11-12
UG4654,Sesame seeds,Sesame,Fats,90,593.1,1.14,53.78,24.74,0.0,35.5,0.0,0.0,58.2,0.0,0.0,19.7,0.0,0.0,0.0,236.4,HarvestPlus 2012,No additional notes for fats category,roasted,Year-round,1798,0.47,Northern,2018-04-24,v1.0-simulated-2025-11-12
UG4655,Mango,Mangoo,Fruits,85,63.6,0.3,0.46,24.11,1.28,30.2,0.45,0.09,81.2,0.0,0.0,51.3,73.1,0.0,1.6,496.3,Estimated,Estimated value; requires verification from lab/FCT,smoked,Dry season,200,0.25,National,2016-09-26,v1.0-simulated-2025-11-12
UG4656,Matooke (green banana) (roasted),Matooke,Staples,84,136.5,1.68,0.77,22.78,1.24,20.4,1.43,0.07,28.0,0.0,0.0,30.6,13.4,0.0,6.5,376.1,FAO/INFOODS,No additional notes for staples category,roasted,Dry season,2314,0.54,Eastern,2018-05-11,v1.0-simulated-2025-11-12
UG4657,Eggs,Amagi,Proteins,100,131.5,27.56,4.44,13.86,1.78,51.2,3.2,0.5,41.3,2.34,0.0,38.8,0.0,0.712,86.8,365.1,Estimated,Estimated value; requires verification from lab/FCT,smoked,Dry season,6269,0.45,Central,2024-04-11,v1.0-simulated-2025-11-12
UG4658,Jackfruit,Jackfruit,Fruits,91,82.1,1.02,0.0,24.94,1.6,2.0,0.0,0.0,0.0,0.0,0.0,35.3,31.9,0.036,0.0,503.5,Estimated,Estimated value; requires verification from lab/FCT,fried,Year-round,686,0.13,Central,2016-10-11,v1.0-simulated-2025-11-12
UG4659,Cassava (boiled),Kasava,Staples,92,124.9,3.01,0.03,15.99,0.6,14.6,0.0,1.14,94.6,0.0,0.0,10.7,0.0,0.06,3.3,310.3,FAO/INFOODS,No additional notes for staples category,boiled,Year-round,720,0.7,Western,2018-11-02,v1.0-simulated-2025-11-12
UG4660,Sukuma wiki (collard greens),Sukuma wiki,Vegetables,100,0.0,2.89,0.0,1.0,0.75,70.9,3.93,0.48,0.0,0.0,0.0,26.5,67.3,0.037,0.0,747.5,FAO/INFOODS,No additional notes for vegetables category,smoked,Harvest season,1507,0.15,Central,2024-08-25,v1.0-simulated-2025-11-12
UG4661,Spinach (roasted),Spinach,Vegetables,96,52.8,2.06,1.04,1.76,0.93,12.1,3.28,0.34,0.0,0.0,0.0,58.9,62.9,0.0,30.6,405.8,FAO/INFOODS,No additional notes for vegetables category,roasted,Dry season,2222,0.83,National,2016-02-29,v1.0-simulated-2025-11-12
UG4662,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",fried,Dry season,200,0.44,Western,2021-08-18,v1.0-simulated-2025-11-12
UG4663,Sesame seeds,Sesame,Fats,90,591.0,0.0,34.96,20.77,0.0,15.7,0.61,0.0,12.5,0.0,0.0,2.8,0.0,0.0,0.0,420.4,FAO/INFOODS,No additional notes for fats category,steamed,Dry season,2203,0.56,Western,2022-08-26,v1.0-simulated-2025-11-12
UG4664,Groundnut paste,Ebyensosso (groundnut paste),Fats,73,590.0,0.0,47.04,12.65,0.0,2.0,0.0,0.0,40.8,0.0,0.0,19.5,0.0,0.0,0.0,587.6,HarvestPlus 2012,No additional notes for fats category,smoked,Dry season,1175,0.2,Central,2023-06-20,v1.0-simulated-2025-11-12
UG4665,Chicken (meat),Enkoko,Proteins,70,227.2,38.56,12.38,4.99,1.32,5.0,9.35,2.82,19.5,1.94,0.0,1.0,0.0,0.555,32.2,150.0,FAO/INFOODS,No additional notes for proteins category,sun-dried,Year-round,200,0.75,Western,2024-03-30,v1.0-simulated-2025-11-12
UG4666,Sorghum (fried),Sorghum,Staples,88,139.7,3.78,1.43,34.98,3.36,2.6,1.26,0.35,78.7,0.0,0.0,5.0,10.4,0.057,11.1,380.6,HarvestPlus 2012,No additional notes for staples category,fried,Rainy season,4466,0.84,Northern,2016-06-21,v1.0-simulated-2025-11-12
UG4667,Palm oil,Olivi ya palmo,Fats,74,624.8,0.0,72.11,8.03,0.0,47.3,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.577,8.4,325.9,UBOS market survey,No additional notes for fats category,smoked,Year-round,3703,0.67,National,2017-02-17,v1.0-simulated-2025-11-12
UG4668,Pineapple,Paineapul,Fruits,82,13.7,0.98,1.12,8.0,1.56,49.1,2.22,0.25,67.7,0.0,0.0,5.0,37.8,0.011,2.7,446.5,HarvestPlus 2012,No additional notes for fruits category,steamed,Harvest season,3945,0.73,Eastern,2024-01-02,v1.0-simulated-2025-11-12
UG4669,Matooke (green banana),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,steamed,Rainy season,3792,0.35,Eastern,2023-02-20,v1.0-simulated-2025-11-12
UG4670,Beans,Ebijanjaalo,Proteins,66,176.1,31.26,2.44,16.3,0.0,5.0,2.74,0.5,0.0,6.46,1.78,19.8,0.0,0.942,38.6,367.9,HarvestPlus 2012,No additional notes for proteins category,raw,Rainy season,3922,0.5,Northern,2023-12-20,v1.0-simulated-2025-11-12
UG4671,Cabbage,Cabbage,Vegetables,93,26.9,0.8,0.23,5.2,1.76,98.4,1.47,1.12,401.4,0.0,0.0,51.5,50.6,0.068,2.1,556.0,HarvestPlus 2012,No additional notes for vegetables category,boiled,Year-round,2766,0.12,National,2020-06-18,v1.0-simulated-2025-11-12
UG4672,Pineapple (steamed),Paineapul,Fruits,86,80.9,0.8,1.13,8.0,1.15,7.6,0.39,0.22,168.9,0.0,0.0,5.0,39.5,0.047,4.5,188.3,Estimated,Estimated value; requires verification from lab/FCT,steamed,Harvest season,2138,0.3,Central,2017-08-26,v1.0-simulated-2025-11-12
UG4673,Cabbage,Cabbage,Vegetables,75,22.5,3.12,0.0,6.2,5.16,5.0,0.0,1.11,296.4,0.0,0.0,13.9,21.2,0.04,4.3,748.0,Estimated,Estimated value; requires verification from lab/FCT,fried,Year-round,1668,0.31,National,2023-03-16,v1.0-simulated-2025-11-12
UG4674,Pineapple,Paineapul,Fruits,86,48.3,0.94,0.02,22.33,2.82,29.9,0.12,0.09,85.2,0.0,0.0,15.6,64.5,0.024,1.8,325.0,FAO/INFOODS,No additional notes for fruits category,roasted,Dry season,2072,0.65,Central,2020-06-11,v1.0-simulated-2025-11-12
UG4675,Chicken (meat),Enkoko,Proteins,92,126.5,9.9,4.78,0.0,0.0,215.5,1.59,1.13,19.7,0.0,2.88,1.0,0.0,0.181,0.0,296.8,HarvestPlus 2012,No additional notes for proteins category,roasted,Harvest season,3848,0.8,Eastern,2024-10-23,v1.0-simulated-2025-11-12
UG4676,Beans,Ebijanjaalo,Proteins,95,155.2,8.0,3.97,0.0,1.8,220.8,3.02,0.57,0.0,3.47,0.0,8.6,6.4,0.243,0.0,332.8,UBOS market survey,No additional notes for proteins category,sun-dried,Harvest season,1256,0.4,National,2025-04-23,v1.0-simulated-2025-11-12
UG4677,Dodo (amaranth),Dodo,Vegetables,95,58.8,0.8,0.53,4.78,2.02,85.0,1.56,1.12,0.0,0.0,0.0,5.0,15.7,0.019,0.0,200.0,Estimated,Estimated value; requires verification from lab/FCT,smoked,Rainy season,2546,0.58,Central,2023-04-30,v1.0-simulated-2025-11-12
UG4678,Banana (ripe),Muzukulu,Fruits,83,38.0,0.3,0.47,22.81,3.45,6.9,0.57,0.21,0.0,0.0,0.0,19.5,5.0,0.012,5.1,569.4,FAO/INFOODS,No additional notes for fruits category,fried,Dry season,4850,0.63,Western,2016-12-09,v1.0-simulated-2025-11-12
UG4679,Goat meat (dried),Enjovu,Proteins,79,263.7,18.48,14.76,5.17,0.0,48.8,4.94,0.5,16.8,0.08,4.12,33.6,0.0,0.419,0.0,624.6,Estimated,Estimated value; requires verification from lab/FCT,dried,Dry season,837,0.2,Central,2019-04-06,v1.0-simulated-2025-11-12
UG4680,Cabbage,Cabbage,Vegetables,76,45.4,0.8,0.11,9.97,1.95,45.4,6.06,0.56,293.3,0.0,0.0,23.7,72.2,0.101,0.5,291.0,HarvestPlus 2012,No additional notes for vegetables category,steamed,Rainy season,1309,0.32,National,2018-03-21,v1.0-simulated-2025-11-12
UG4681,Sweet potato (roasted),Emikajjo (sweet potato),Staples,88,110.7,2.52,0.47,42.5,1.41,10.0,1.5,0.48,0.0,0.0,0.0,5.0,14.8,0.006,6.2,352.4,HarvestPlus 2012,No additional notes for staples category,roasted,Harvest season,1660,0.86,Central,2023-04-17,v1.0-simulated-2025-11-12
UG4682,Sweet potato (fried),Emikajjo (sweet potato),Staples,87,94.7,1.08,3.32,26.09,0.29,17.5,2.11,0.59,75.3,0.0,0.0,26.8,16.3,0.045,14.1,472.1,HarvestPlus 2012,No additional notes for staples category,fried,Harvest season,732,0.48,Central,2024-06-24,v1.0-simulated-2025-11-12
UG4683,Spinach,Spinach,Vegetables,91,43.2,3.65,0.09,8.75,0.93,19.6,1.31,1.13,773.4,0.0,0.0,45.1,11.3,0.028,33.2,445.6,UBOS market survey,No additional notes for vegetables category,sun-dried,Year-round,2712,0.86,Eastern,2021-05-30,v1.0-simulated-2025-11-12
UG4684,Sesame seeds (roasted),Sesame,Fats,94,592.1,0.0,53.32,14.57,0.0,2.0,0.0,1.79,0.0,0.0,0.0,5.3,0.0,0.415,1.2,325.6,Estimated,Estimated value; requires verification from lab/FCT,roasted,Harvest season,490,0.18,Central,2020-09-05,v1.0-simulated-2025-11-12
UG4685,Matooke (green banana) (steamed),Matooke,Staples,65,122.0,1.3,0.4,28.8,2.6,8.0,0.6,0.2,56.0,0.0,0.0,22.0,18.0,0.1,1.0,499.0,HarvestPlus 2012,Steamed preparation assumed,steamed,Rainy season,1179,0.64,Central,2019-02-26,v1.0-simulated-2025-11-12
UG4686,Millet,Oburo (millet),Staples,82,104.0,2.11,4.62,35.2,4.22,1.0,1.12,0.79,71.6,0.0,0.0,32.6,15.4,0.071,6.3,470.4,FAO/INFOODS,No additional notes for staples category,smoked,Dry season,3932,0.66,Eastern,2021-05-12,v1.0-simulated-2025-11-12
UG4687,Pawpaw (papaya),Pawpaw,Fruits,80,52.2,0.3,0.86,21.62,0.77,31.9,0.08,0.27,151.6,0.0,0.0,24.4,5.0,0.004,10.9,605.6,FAO/INFOODS,No additional notes for fruits category,raw,Harvest season,1843,0.4,National,2017-08-15,v1.0-simulated-2025-11-12
UG4688,Groundnut paste (roasted),Ebyensosso (groundnut paste),Fats,75,606.1,0.0,51.22,22.15,0.0,2.0,2.39,3.44,0.0,0.0,0.0,26.4,0.0,1.526,2.9,431.2,Estimated,Estimated value; requires verification from lab/FCT,roasted,Dry season,5070,0.89,Western,2020-02-05,v1.0-simulated-2025-11-12
UG4689,Sorghum (boiled),Sorghum,Staples,100,102.6,3.21,2.87,22.61,3.18,25.7,2.45,1.22,0.0,0.0,0.0,15.1,27.3,0.011,0.0,347.2,FAO/INFOODS,No additional notes for staples category,boiled,Dry season,565,0.53,National,2023-04-11,v1.0-simulated-2025-11-12
UG4690,Mango (boiled),Mangoo,Fruits,88,12.0,0.67,0.45,14.86,3.0,16.6,0.83,0.21,54.5,0.0,0.0,18.4,5.0,0.017,0.0,183.3,HarvestPlus 2012,No additional notes for fruits category,boiled,Year-round,2738,0.31,Northern,2021-10-20,v1.0-simulated-2025-11-12
UG4691,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",smoked,Year-round,3551,0.44,Northern,2022-05-16,v1.0-simulated-2025-11-12
UG4692,Mukene (small dried fish) (dried),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",dried,Rainy season,656,0.65,Western,2024-06-29,v1.0-simulated-2025-11-12
UG4693,Cassava,Kasava,Staples,78,125.0,4.41,0.37,15.64,0.21,1.0,1.04,0.25,0.0,0.0,0.0,20.6,16.0,0.021,1.3,416.5,HarvestPlus 2012,No additional notes for staples category,steamed,Year-round,1826,0.52,Central,2024-03-05,v1.0-simulated-2025-11-12
UG4694,Sesame seeds (boiled),Sesame,Fats,77,594.8,0.0,52.04,13.81,0.0,42.6,5.22,0.0,9.5,0.0,0.0,31.2,0.0,0.719,0.0,297.7,HarvestPlus 2012,No additional notes for fats category,boiled,Dry season,430,0.35,Western,2020-02-09,v1.0-simulated-2025-11-12
UG4695,Sunflower oil,Sunflower oil,Fats,69,494.3,0.0,49.64,14.48,0.0,24.2,0.0,0.0,0.0,0.0,0.0,16.1,0.0,0.0,0.0,410.6,Estimated,Estimated value; requires verification from lab/FCT,sun-dried,Year-round,2414,0.25,Eastern,2022-01-23,v1.0-simulated-2025-11-12
UG4696,Jackfruit (dried),Jackfruit,Fruits,82,115.4,1.88,0.85,33.05,4.15,58.0,0.0,0.0,0.0,0.0,0.0,32.1,51.4,0.034,0.0,543.0,HarvestPlus 2012,No additional notes for fruits category,dried,Harvest season,1680,0.65,Northern,2024-12-13,v1.0-simulated-2025-11-12
UG4697,Banana (ripe) (raw),Muzukulu,Fruits,85,71.2,1.74,0.0,10.96,2.54,75.1,0.38,0.27,58.2,0.0,0.0,10.5,6.0,0.042,12.7,542.6,FAO/INFOODS,No additional notes for fruits category,raw,Year-round,1581,0.55,Western,2021-04-04,v1.0-simulated-2025-11-12
UG4698,Dodo (amaranth),Dodo,Vegetables,91,51.8,2.59,1.33,11.48,5.03,35.3,0.0,0.0,366.7,0.0,0.0,5.0,31.3,0.04,0.0,506.9,UBOS market survey,No additional notes for vegetables category,raw,Rainy season,3807,0.62,Western,2018-01-11,v1.0-simulated-2025-11-12
UG4699,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",raw,Harvest season,4263,0.32,Western,2019-10-19,v1.0-simulated-2025-11-12
UG4700,Banana (ripe) (fried),Muzukulu,Fruits,85,75.9,0.43,1.49,15.79,3.16,7.8,1.7,0.02,132.3,0.0,0.0,5.0,73.1,0.029,0.1,294.8,UBOS market survey,No additional notes for fruits category,fried,Rainy season,811,0.26,Eastern,2020-11-02,v1.0-simulated-2025-11-12
UG4701,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",raw,Harvest season,1820,0.47,Northern,2020-09-25,v1.0-simulated-2025-11-12
UG4702,Eggs,Amagi,Proteins,87,223.1,21.52,17.17,6.18,0.0,11.9,1.38,2.92,61.9,7.02,1.32,18.3,5.5,0.689,0.0,679.4,Estimated,Estimated value; requires verification from lab/FCT,smoked,Year-round,3225,0.47,Central,2021-07-07,v1.0-simulated-2025-11-12
UG4703,Sweet potato,Emikajjo (sweet potato),Staples,93,99.4,4.99,2.36,22.66,0.53,24.6,0.59,0.0,97.8,0.0,0.0,31.9,10.0,0.062,4.9,309.8,UBOS market survey,No additional notes for staples category,roasted,Harvest season,4220,0.68,Eastern,2016-05-31,v1.0-simulated-2025-11-12
UG4704,Millet (boiled),Oburo (millet),Staples,98,97.9,3.22,2.54,49.1,2.11,6.1,1.34,0.0,23.4,0.0,0.0,20.3,11.2,0.11,7.7,246.2,HarvestPlus 2012,No additional notes for staples category,boiled,Rainy season,3915,0.71,Eastern,2023-11-17,v1.0-simulated-2025-11-12
UG4705,Millet,Oburo (millet),Staples,99,148.0,2.91,1.43,36.43,1.58,16.5,0.05,0.68,37.3,0.0,0.0,25.7,16.3,0.062,0.0,580.4,Estimated,Estimated value; requires verification from lab/FCT,steamed,Harvest season,2351,0.23,Western,2016-02-16,v1.0-simulated-2025-11-12
UG4706,Beans,Ebijanjaalo,Proteins,100,184.0,32.7,16.53,1.5,0.0,141.0,7.73,0.91,77.2,11.6,0.0,14.2,0.0,0.043,0.0,150.0,UBOS market survey,No additional notes for proteins category,sun-dried,Dry season,2344,0.73,National,2016-03-26,v1.0-simulated-2025-11-12
UG4707,Sweet potato,Emikajjo (sweet potato),Staples,60,120.4,3.06,0.8,27.37,3.55,12.6,1.26,0.37,45.9,0.0,0.0,10.9,24.9,0.118,0.0,667.3,Estimated,Estimated value; requires verification from lab/FCT,roasted,Rainy season,3301,0.44,Central,2019-10-17,v1.0-simulated-2025-11-12
UG4708,Sweet potato,Emikajjo (sweet potato),Staples,82,134.2,5.56,0.47,29.16,3.36,9.6,1.32,0.61,2.9,0.0,0.0,38.0,12.5,0.017,0.0,314.9,Estimated,Estimated value; requires verification from lab/FCT,raw,Dry season,2655,0.36,Western,2024-01-17,v1.0-simulated-2025-11-12
UG4709,Chicken (meat) (roasted),Enkoko,Proteins,82,205.6,52.42,21.36,6.39,0.0,49.6,1.31,2.55,55.8,4.84,0.0,20.8,0.0,0.514,0.4,514.0,UBOS market survey,No additional notes for proteins category,roasted,Dry season,950,0.91,Northern,2021-03-24,v1.0-simulated-2025-11-12
UG4710,Passion fruit,Passion,Fruits,77,23.4,1.59,0.43,15.48,3.74,29.1,0.41,0.0,122.2,0.0,0.0,62.7,5.0,0.028,0.0,100.0,HarvestPlus 2012,No additional notes for fruits category,raw,Harvest season,1158,0.47,National,2020-07-24,v1.0-simulated-2025-11-12
UG4711,Chicken (meat),Enkoko,Proteins,60,79.7,19.06,8.83,2.59,0.0,148.0,0.5,0.51,0.0,6.07,0.0,5.2,9.4,0.0,62.1,486.4,UBOS market survey,No additional notes for proteins category,steamed,Dry season,4788,0.15,Northern,2022-01-13,v1.0-simulated-2025-11-12
UG4712,Goat meat,Enjovu,Proteins,68,186.1,16.25,12.46,13.31,0.0,223.1,6.83,5.31,0.0,1.49,3.54,17.5,2.8,0.369,91.3,451.0,Estimated,Estimated value; requires verification from lab/FCT,boiled,Rainy season,2969,0.92,Northern,2018-03-15,v1.0-simulated-2025-11-12
UG4713,Sukuma wiki (collard greens),Sukuma wiki,Vegetables,85,54.9,0.88,0.27,3.2,3.34,29.9,0.35,0.57,791.0,0.0,0.0,36.7,30.2,0.003,0.0,596.3,UBOS market survey,No additional notes for vegetables category,steamed,Year-round,3139,0.1,Eastern,2019-05-12,v1.0-simulated-2025-11-12
UG4714,Sorghum,Sorghum,Staples,94,181.2,2.48,3.64,38.74,1.51,17.5,0.0,1.13,0.0,0.0,0.0,5.0,8.8,0.003,0.0,298.9,UBOS market survey,No additional notes for staples category,roasted,Harvest season,3496,0.49,National,2016-03-28,v1.0-simulated-2025-11-12
UG4715,Chicken (meat) (raw),Enkoko,Proteins,82,292.8,27.68,13.84,13.15,0.27,161.3,1.8,3.55,0.0,3.81,3.14,10.8,4.0,0.539,0.0,540.6,Estimated,Estimated value; requires verification from lab/FCT,raw,Harvest season,1413,0.57,National,2017-09-09,v1.0-simulated-2025-11-12
UG4716,Spinach,Spinach,Vegetables,69,24.9,1.55,0.42,1.0,4.74,54.2,3.11,0.27,405.3,0.0,0.0,55.5,23.1,0.022,0.0,677.5,Estimated,Estimated value; requires verification from lab/FCT,raw,Rainy season,1539,0.36,National,2024-05-19,v1.0-simulated-2025-11-12
UG4717,Sunflower oil (dried),Sunflower oil,Fats,87,540.5,0.0,53.73,3.88,0.0,26.6,7.67,1.98,0.0,0.0,0.0,14.6,0.0,0.158,0.0,267.4,HarvestPlus 2012,No additional notes for fats category,dried,Harvest season,1641,0.49,Northern,2015-11-18,v1.0-simulated-2025-11-12
UG4718,Goat meat,Enjovu,Proteins,78,176.7,16.78,12.95,0.0,0.0,181.9,4.54,0.5,43.6,5.55,4.24,1.0,5.3,1.912,6.7,453.5,UBOS market survey,No additional notes for proteins category,fried,Year-round,576,0.43,Eastern,2019-06-24,v1.0-simulated-2025-11-12
UG4719,Cabbage,Cabbage,Vegetables,83,42.9,3.81,0.47,2.59,5.39,37.3,0.0,0.0,125.7,0.0,0.0,61.2,24.7,0.0,11.7,690.0,FAO/INFOODS,No additional notes for vegetables category,fried,Rainy season,4184,0.21,Northern,2020-08-11,v1.0-simulated-2025-11-12
UG4720,Spinach (dried),Spinach,Vegetables,70,51.2,3.02,0.09,8.7,2.52,27.3,2.68,0.26,392.8,0.0,0.0,6.6,14.7,0.071,0.0,477.6,HarvestPlus 2012,No additional notes for vegetables category,dried,Year-round,2807,0.93,Central,2020-12-14,v1.0-simulated-2025-11-12
UG4721,Mango (raw),Mangoo,Fruits,87,107.5,2.31,0.9,11.61,3.17,33.4,0.0,0.43,0.0,0.0,0.0,5.0,35.6,0.029,2.9,589.5,FAO/INFOODS,No additional notes for fruits category,raw,Harvest season,2237,0.74,Eastern,2023-10-06,v1.0-simulated-2025-11-12
UG4722,Dodo (amaranth),Dodo,Vegetables,89,39.6,5.1,0.8,1.0,2.65,135.2,1.85,0.29,0.0,0.0,0.0,27.8,5.0,0.024,51.9,200.0,Estimated,Estimated value; requires verification from lab/FCT,sun-dried,Rainy season,5016,0.37,Western,2023-08-08,v1.0-simulated-2025-11-12
UG4723,Cassava (fried),Kasava,Staples,73,113.4,2.78,3.6,28.42,2.11,7.0,1.69,0.81,76.2,0.0,0.0,50.8,2.2,0.0,10.0,170.1,FAO/INFOODS,No additional notes for staples category,fried,Year-round,2835,0.68,Eastern,2023-06-12,v1.0-simulated-2025-11-12
UG4724,Nakati (eggplant) (steamed),Nakati,Vegetables,83,49.6,3.97,0.65,1.0,3.61,19.0,1.42,0.0,0.0,0.0,0.0,31.0,5.0,0.0,30.6,367.7,UBOS market survey,No additional notes for vegetables category,steamed,Harvest season,2037,0.14,Central,2017-01-12,v1.0-simulated-2025-11-12
UG4725,Eggs,Amagi,Proteins,90,196.7,31.3,9.16,4.65,0.85,170.5,0.5,4.1,25.2,1.69,0.86,1.0,0.0,0.251,28.2,454.6,HarvestPlus 2012,No additional notes for proteins category,smoked,Harvest season,200,0.13,National,2022-12-18,v1.0-simulated-2025-11-12
UG4726,Banana (ripe),Muzukulu,Fruits,94,0.3,0.45,1.09,23.26,0.5,2.0,0.0,0.22,0.0,0.0,0.0,22.1,48.6,0.065,9.6,734.7,HarvestPlus 2012,No additional notes for fruits category,fried,Dry season,1779,0.23,Eastern,2023-09-22,v1.0-simulated-2025-11-12
UG4727,Goat meat,Enjovu,Proteins,95,85.8,42.26,13.04,0.0,2.57,5.0,9.55,2.61,54.3,0.0,1.15,9.4,5.5,1.942,0.0,307.9,Estimated,Estimated value; requires verification from lab/FCT,steamed,Rainy season,1384,0.31,National,2022-06-09,v1.0-simulated-2025-11-12
UG4728,Sorghum (steamed),Sorghum,Staples,53,134.8,3.51,1.77,15.56,3.92,13.4,2.94,0.63,0.0,0.0,0.0,5.0,13.9,0.006,0.0,287.8,FAO/INFOODS,No additional notes for staples category,steamed,Harvest season,2308,0.25,Central,2025-06-29,v1.0-simulated-2025-11-12
UG4729,Mango,Mangoo,Fruits,85,34.8,0.98,0.0,20.84,2.73,21.8,0.0,0.0,68.7,0.0,0.0,23.4,25.8,0.036,3.6,354.3,UBOS market survey,No additional notes for fruits category,sun-dried,Dry season,440,0.54,Western,2019-11-26,v1.0-simulated-2025-11-12
UG4730,Mukene (small dried fish),Mukene,Proteins,100,305.0,62.5,5.2,0.0,0.0,2200.0,18.5,4.8,45.0,22.0,8.5,12.0,0.0,1.2,320.0,340.0,FAO INFOODS/HarvestPlus,"Sun-dried, eaten whole with bones",boiled,Year-round,1408,0.03,Central,2019-05-17,v1.0-simulated-2025-11-12
UG4731,Tomatoes (raw),Tomati,Vegetables,82,32.4,2.49,1.19,8.15,3.2,57.9,4.5,0.62,0.0,0.0,0.0,66.1,5.0,0.079,0.0,200.0,UBOS market survey,No additional notes for vegetables category,raw,Rainy season,4496,0.24,Western,2021-12-09,v1.0-simulated-2025-11-12
UG4732,Sesame seeds,Sesame,Fats,84,541.6,0.0,40.87,6.17,0.0,2.0,1.3,2.77,105.4,0.0,0.0,0.7,0.0,0.0,5.0,310.2,HarvestPlus 2012,No additional notes for fats category,steamed,Rainy season,1573,0.46,Northern,2021-04-06,v1.0-simulated-2025-11-12
UG4733,Mango (boiled),Mangoo,Fruits,90,54.7,0.3,0.11,21.14,0.52,38.1,0.0,0.15,69.9,0.0,0.0,5.0,10.9,0.038,2.9,471.2,UBOS market survey,No additional notes for fruits category,boiled,Dry season,2854,0.56,Central,2020-06-26,v1.0-simulated-2025-11-12
UG4734,Cabbage,Cabbage,Vegetables,91,57.7,1.59,0.39,3.26,0.67,66.6,0.0,0.0,500.6,0.0,0.0,5.0,6.9,0.063,20.1,562.4,Estimated,Estimated value; requires verification from lab/FCT,sun-dried,Harvest season,405,0.68,Central,2018-04-02,v1.0-simulated-2025-11-12
UG4735,Cassava,Kasava,Staples,80,115.4,2.75,1.38,10.0,4.78,16.0,1.03,0.19,7.9,0.0,0.0,5.0,19.6,0.052,2.9,519.7,FAO/INFOODS,No additional notes for staples category,boiled,Year-round,4021,0.57,Eastern,2015-11-28,v1.0-simulated-2025-11-12
UG4736,Millet (raw),Oburo (millet),Staples,79,122.5,2.16,1.04,28.27,0.48,19.5,3.32,1.21,41.8,0.0,0.0,5.0,21.1,0.04,13.4,235.5,HarvestPlus 2012,No additional notes for staples category,raw,Dry season,2722,0.27,National,2021-05-13,v1.0-simulated-2025-11-12
UG4737,Sesame seeds (roasted),Sesame,Fats,83,670.9,0.0,77.87,24.43,0.0,46.8,2.14,1.34,0.0,0.0,0.0,16.3,0.0,0.416,4.3,253.6,FAO/INFOODS,No additional notes for fats category,roasted,Harvest season,2407,0.47,National,2019-12-25,v1.0-simulated-2025-11-12
UG4738,Pawpaw (papaya),Pawpaw,Fruits,95,33.9,1.87,0.0,8.0,1.37,13.8,0.0,0.17,47.4,0.0,0.0,5.0,36.2,0.104,0.0,104.1,Estimated,Estimated value; requires verification from lab/FCT,boiled,Year-round,3455,0.63,Western,2016-11-16,v1.0-simulated-2025-11-12
UG4739,Sweet potato,Emikajjo (sweet potato),Staples,100,87.1,2.19,1.44,23.9,3.45,17.6,1.27,0.0,23.1,0.0,0.0,5.6,4.1,0.027,7.1,347.9,UBOS market survey,No additional notes for staples category,smoked,Harvest season,3151,0.75,Eastern,2019-05-27,v1.0-simulated-2025-11-12
UG4740,Pineapple (fried),Paineapul,Fruits,88,68.3,0.3,0.2,8.0,1.78,14.4,0.37,0.3,18.0,0.0,0.0,48.2,74.3,0.033,3.4,239.4,Estimated,Estimated value; requires verification from lab/FCT,fried,Dry season,2810,0.42,Western,2024-07-29,v1.0-simulated-2025-11-12
